chr	start	end	ID	gene	mean	CALENDRIN.AO057F_IonXpress_023	LEMAITRE.AO025F_IonXpress_009	BLANC.AO071F_IonXpress_034	ALMEIDADAFONSECA.AO050F_IonXpress_018	len	gc	IC1	IC2	IC3	sd
chr1	115252190	115252305	Hotspot_1.17678	NRAS	0.0864265309068661	0.92803593018751	1.04161679709552	1.03009228018824	1.25463798086708	115	0.460869565217391	0.3691674038261	0.421411371287298	-1.79237001466222	0.809576939360568
chr1	115256462	115256578	AMPL7153071870	NRAS	-0.225274605921164	0.782131890652421	0.630649513625265	0.87346558538554	0.770773546252661	116	0.456896551724138	-0.962251296485362	-1.71366786457743	-0.698512163095708	1.83128729203272
chr1	115258698	115258821	AMPL7153669586	NRAS	0.0995589214743506	1.25565211056703	1.21795797017355	1.19556547237996	1.31495970236105	123	0.48780487804878	0.42526187482891	-0.254535468446267	0.245571470550299	0.780805932506002
chr2	29432581	29432710	AMPL7153129486	ALK	-0.100264655692354	0.822619660525285	0.780085663698015	0.754005888064368	0.514972062855826	129	0.604651162790698	-0.428276389773774	0.165622454713495	2.70082346048277	1.38233920838734
chr2	29432651	29432782	AMPL7158540212	ALK	-0.933045959391392	0.330348412419598	0.362180835165541	0.339161295201051	0.351599683833044	131	0.50381679389313	-3.98546778245832	0.317588703894076	-1.21004611780847	2.21281279517802
chr2	29436752	29436860	AMPL7153049870	ALK	0.0205258473127192	1.04213284085693	1.25095411105674	1.26157800279546	1.09334450372486	108	0.537037037037037	0.0876753201159147	0.321030379256709	-0.0600205722000306	0.941806400573687
chr2	29436860	29436982	AMPL7153049880	ALK	0.0874947604699377	0.847183424001803	1.01887665153943	0.962739346096415	0.910250178148583	122	0.614754098360656	0.373730302861286	0.631668151043977	-0.201468316808489	0.807211472675321
chr2	29443563	29443694	AMPL7153154662	ALK	0.317665713746642	0.725995265893342	0.914396424931184	0.815478423971081	0.902168660080914	131	0.625954198473282	1.35689614748955	1.71807819723908	-1.39208736369496	0.852911729617872
chr2	29443686	29443816	AMPL7158630699	ALK	0.131562634644685	0.911884225890002	0.959572805411362	0.87138884975252	1.0040820205257	130	0.415384615384615	0.56196443109163	0.846127879015899	-0.0652482658036078	0.724574389272373
chr2	29445095	29445222	AMPL7156051274	ALK	-0.188641251414232	0.795267320928184	0.811892260911732	0.973548613980062	0.860911185791748	127	0.52755905511811	-0.805773415968109	-0.882930811718432	-0.64531597519316	1.82995767282619
chr2	29445209	29445319	AMPL7153153034	ALK	0.378260621163781	1.29995313793069	1.33009715600965	1.32340486780715	1.55360983154909	110	0.590909090909091	1.61572482453519	0.779647549334028	-1.82114946443849	1.08237233525538
chr2	212566741	212566867	AMPL7158742374	ERBB4	0.0741177240882715	1.04240012293973	0.822648555687388	1.15018514044007	1.22975738794961	126	0.444444444444444	0.316590837235521	-1.49369008778128	-1.34109854473526	0.837175221387645
chr2	212570032	212570115	AMPL7154491799	ERBB4	NA	1.80235715047385	1.87571508861716	1.46289936758488	1.98834291055992	83	0.409638554216867	NA	NA	NA	0.923881295079233
chr3	178936019	178936114	AMPL7153077772	PIK3CA	0.124870026882014	1.61935804037835	1.55334001787326	1.70778456978577	1.71083002014898	95	0.378947368421053	0.53337722983934	-0.271680196581969	-0.505554803230218	0.732859412759743
chr3	178951936	178952058	AMPL7153120664	PIK3CA	-0.12569943803899	0.870647285533296	0.855466653054824	0.970745998924334	0.977436648987839	122	0.385245901639344	-0.536920025787672	-0.675698040196099	-0.6187932664307	1.55214376270749
chr3	178952058	178952160	AMPL7153011260	PIK3CA	0.38681504855509	2.11607224956766	2.01611049838929	2.00382781009122	1.60283471129172	102	0.352941176470588	1.65226471243919	-0.109203801178958	1.48856123526323	1.12300266106786
chr4	1803553	1803683	AMPL7153129889	FGFR3	0.0511453857815094	0.34428810687722	0.266997932788024	0.255246119825601	0.282018833405668	130	0.7	0.218465430563107	-0.0793037998704478	0.188150642291428	0.889003420734247
chr4	1806068	1806205	AMPL7153021994	FGFR3	NA	0.300639667124775	0.221376362487763	0.216277030889426	0.169477426396406	137	0.664233576642336	NA	NA	NA	0.923881295079233
chr4	1807830	1807934	AMPL7153021957	FGFR3	-0.293250714234558	0.550822112300744	0.515316460297825	0.428066641634371	0.493994635689535	104	0.653846153846154	-1.25260847228476	0.875440280635095	-0.561757448521878	1.66420041445751
chr4	55141001	55141132	AMPL7154338435	PDGFRA	-0.0525636966854601	0.852478860376176	0.603548306560759	0.773450442020784	0.766293577497631	131	0.435114503816794	-0.224523687775744	-1.17321476340222	-0.201803026605722	1.12604278970038
chr4	55141127	55141247	AMPL7158562435	PDGFRA	0.0431542110090765	1.0597200019055	0.873120686110869	1.13640688094522	1.15577596739966	120	0.45	0.184331453261175	-1.45390218122729	-0.794514024037988	0.906138341293761
chr4	55144027	55144139	AMPL7158536940	PDGFRA	0.377644513404963	1.42016993672434	1.44340858968085	1.38355220822697	1.41195500892322	112	0.446428571428571	1.61309314535735	0.494817920425783	0.586291745685125	1.07952569159602
chr4	55144087	55144214	AMPL7158630701	PDGFRA	-0.152956106690103	0.867925955784576	0.869922768361615	0.982172338834566	0.827695352713835	127	0.496062992125984	-0.653345774886901	-0.633253258638565	0.722461670436665	1.75345650217138
chr4	55151983	55152113	AMPL7153402697	PDGFRA	0.116383184595511	1.03053279846319	0.954086546518457	1.10454855242996	1.02808923646575	130	0.492307692307692	0.497126028955596	-0.495428750420024	0.188494380385167	0.746935857331846
chr4	55152079	55152200	AMPL7158562436	PDGFRA	0.0145617738389016	1.11135890030344	1.04189259793784	1.16322047883896	1.19384171829398	121	0.495867768595041	0.0622000233817446	-0.943861949438241	-0.339501907003963	0.942140536911494
chr4	55589743	55589879	AMPL7153048367.AMPL7161178196	KIT	NA	1.43203844038654	1.41693777471439	1.63454889794914	1.71253154883292	136	0.463235294117647	NA	NA	NA	0.923881295079233
chr4	55592006	55592112	AMPL7158630707	KIT	0.170085835770661	1.34265372003497	1.3799691000567	1.33257437677789	1.38122378501459	106	0.462264150943396	0.726514714407669	0.487489522972653	0.308819839192364	0.679770284006
chr4	55592041	55592155	AMPL7158630703	KIT	0.299010381397952	1.44518015424892	1.31590004966364	1.35486527475858	1.2641393656654	114	0.464912280701754	1.27721065579603	-0.240487365337482	1.08533065882174	0.802383667810804
chr4	55592150	55592251	AMPL7158630708	KIT	-0.256782171071867	1.43446324305593	1.17221254365229	1.09843685733058	0.791185475817844	101	0.336633663366337	-1.09683457670635	-0.675461292547241	1.93238879812146	1.78342710584112
chr4	55593498	55593600	AMPL7153001777	KIT	0.0639796939706683	1.38110941175558	1.28891226081997	1.35407104444397	1.35839149016542	102	0.362745098039216	0.273286654837416	-0.208619992376614	-0.585835973885917	0.860190251257274
chr4	55593600	55593725	AMPL7153001778	KIT	-0.0750522081465555	1.01733120182928	0.758315929185743	1.04145881569377	0.887032332962157	125	0.4	-0.320582447798779	-1.79799582976067	0.695244535153473	1.23788796707278
chr4	55594135	55594243	AMPL7153547213	KIT	-0.4940868468412	0.571270904982015	0.623590246914408	0.601051609848024	0.675123559372367	108	0.435185185185185	-2.11047182617507	0.567483391933407	-1.26891423577872	2.21281279517802
chr4	55594243	55594350	AMPL7153171489	KIT	-0.0955942056425349	1.02543395559009	0.926193791025559	0.896586389539717	0.983366335167959	107	0.392523364485981	-0.408326752764172	0.180909405958516	-0.110359132752136	1.35410169428515
chr4	55599230	55599356	AMPL7158630710	KIT	0.157408458766534	1.06939561330305	1.07655908630912	1.15394391540883	1.3340064095487	126	0.380952380952381	0.672363815293351	-0.0669045409512958	-1.27536663787647	0.681564585343818
chr4	55599340	55599456	AMPL7155741653	KIT	-0.263068397783638	0.843390179044277	0.81861468899547	0.740263997430164	0.767521337196742	116	0.344827586206897	-1.12368593786474	-0.129323218592716	-1.30005964214096	1.76786063183039
chr4	55602600	55602724	AMPL7158562441	KIT	-0.0469744171363461	1.01765928627492	0.870153527403429	0.945540304464596	1.11185493178583	124	0.387096774193548	-0.20064930801349	-0.651586306712145	-0.904614497433026	1.1009240496027
chr4	55602664	55602784	AMPL7158562437	KIT	0.0438506601198205	1.04512640018435	0.962838435704757	1.00172527534589	1.00087226454837	120	0.425	0.187306307248863	-0.550305069036041	0.59792743937636	0.904688213289505
chr7	55241600	55241688	AMPL7154370557	EGFR	-0.0245582395091593	1.82126618682647	2.13115032946997	1.90215904012033	1.7736499958308	88	0.522727272727273	-0.104899519013503	0.373609717041879	0.299857299230536	1.01147098412992
chr7	55241677	55241801	AMPL7153032956	EGFR	-0.279043840521533	0.636071003057345	0.719239270683476	0.770086599899719	0.747044818595403	124	0.596774193548387	-1.19192439032416	0.103130796121622	-1.39447406504902	1.71901014673366
chr7	55242411	55242540	CHP2_EGFR_5	EGFR	0.204103302445035	1.04661447764071	1.15156756429805	1.21590906903624	1.17643333925505	129	0.465116279069767	0.871818936677705	0.298065185996199	0.177110427937472	0.679600054795337
chr7	55248956	55249084	AMPL7153072051	EGFR	0.537004706962721	0.839044397033066	0.936623588524524	0.875060431984623	0.904825538276297	128	0.65625	2.29379371625425	1.03487734315437	-0.157322660010387	2.17789930209524
chr7	55249004	55249139	AMPL7153033044	EGFR	0.329739869312139	0.80077712008396	0.686295186518408	0.799648051478611	0.655689146468515	135	0.614814814814815	1.40847041081744	0.179681018151332	0.0157477805828212	0.890587080558439
